0xffffff80086e1f7c: sub	sp, sp, #0xd0
0xffffff80086e51a8: stp	x29, x30, [sp, #0xc0]
0xffffff80086e51ac: add	x29, sp, #0xc0
0xffffff80086e51b0: stp	x24, x23, [sp, #0x90]
0xffffff80086e51b4: stp	x22, x21, [sp, #0xa0]
0xffffff80086e51b8: stp	x20, x19, [sp, #0xb0]
0xffffff80086e51bc: mov	x19, x0
0xffffff80086e51c0: stur	x8, [x29, #-0x38]
0xffffff80086e51c4: ldr	x21, [x19, #0x38]
0xffffff80086e51c8: ldr	x20, [x21, #8]
0xffffff80086e51cc: ldr	x8, [x20, #0x19e8]
0xffffff80086e51d0: tbnz	x8, #0x3e, #0xffffff80086e51fc
0xffffff80086e51d4: ldr	x8, [x20, #0x19e8]
0xffffff80086e51d8: tbnz	x8, #0x3f, #0xffffff80086e51fc
0xffffff80086e51dc: adrp	x8, #0xffffff8009837000
0xffffff80086e51e0: add	x8, x8, #0xef0
0xffffff80086e51e4: ldrb	w8, [x8, #0x22]
0xffffff80086e51e8: tbnz	w8, #2, #0xffffff80086e542c
0xffffff80086e51ec: mov	w8, #0x4003
0xffffff80086e51f0: mov	w0, wzr
0xffffff80086e51f4: str	w8, [x19, #0x118]
0xffffff80086e51f8: b	#0xffffff80086e52bc
0xffffff80086e51fc: ldr	w8, [x19, #0x118]
0xffffff80086e5200: cmp	w8, #1
0xffffff80086e5204: b.ne	#0xffffff80086e5230
0xffffff80086e5208: adrp	x8, #0xffffff8009837000
0xffffff80086e520c: add	x8, x8, #0xf18
0xffffff80086e5210: ldrb	w8, [x8, #0x22]
0xffffff80086e5214: tbz	w8, #2, #0xffffff80086e52a8
0xffffff80086e5218: ldr	x1, [x20, #0x20]
0xffffff80086e521c: adrp	x0, #0xffffff8009837000
0xffffff80086e5220: adrp	x2, #0xffffff8008fcf000
0xffffff80086e5224: add	x0, x0, #0xf18
0xffffff80086e5228: add	x2, x2, #0xa64
0xffffff80086e522c: b	#0xffffff80086e545c
0xffffff80086e5230: ldr	w9, [x21, #0xc0]
0xffffff80086e5234: tbnz	w9, #9, #0xffffff80086e5298
0xffffff80086e5238: cmp	w8, #0x43
0xffffff80086e523c: b.eq	#0xffffff80086e525c
0xffffff80086e5240: cmp	w8, #0x58
0xffffff80086e5244: b.eq	#0xffffff80086e5324
0xffffff80086e5248: mov	w9, #0x4005
0xffffff80086e524c: cmp	w8, w9
0xffffff80086e5250: b.ne	#0xffffff80086e53e0
0xffffff80086e5254: mov	w8, #0x58
0xffffff80086e5258: str	w8, [x19, #0x118]
0xffffff80086e525c: ldr	x0, [x20, #0x20]
0xffffff80086e5260: ldr	w2, [x19, #0x158]
0xffffff80086e5264: adrp	x1, #0xffffff8008fcf000
0xffffff80086e5268: add	x1, x1, #0xacb
0xffffff80086e526c: bl	#0xffffff80084333b4
0xffffff80086e5270: ldr	w8, [x19, #0x158]
0xffffff80086e5274: add	w9, w8, #1
0xffffff80086e5278: cmp	w9, #0x10
0xffffff80086e527c: str	w9, [x19, #0x158]
0xffffff80086e5280: b.lt	#0xffffff80086e52e8
0xffffff80086e5284: ldr	x0, [x20, #0x20]
0xffffff80086e5288: adrp	x1, #0xffffff8008fcf000
0xffffff80086e528c: add	x1, x1, #0xae4
0xffffff80086e5290: bl	#0xffffff80084332ac
0xffffff80086e5294: b	#0xffffff80086e52b0
0xffffff80086e5298: adrp	x8, #0xffffff8009837000
0xffffff80086e529c: add	x8, x8, #0xf40
0xffffff80086e52a0: ldrb	w8, [x8, #0x22]
0xffffff80086e52a4: tbnz	w8, #2, #0xffffff80086e5448
0xffffff80086e52a8: ldr	w8, [x19, #0x158]
0xffffff80086e52ac: cbz	w8, #0xffffff80086e52b8
0xffffff80086e52b0: mov	x0, x20
0xffffff80086e52b4: bl	#0xffffff80086e6e84
0xffffff80086e52b8: mov	w0, wzr
0xffffff80086e52bc: adrp	x9, #0xffffff80096d3000
0xffffff80086e52c0: ldur	x8, [x29, #-0x38]
0xffffff80086e52c4: ldr	x9, [x9, #0xa48]
0xffffff80086e52c8: cmp	x9, x8
0xffffff80086e52cc: b.ne	#0xffffff80086e546c
0xffffff80086e52d0: ldp	x29, x30, [sp, #0xc0]
0xffffff80086e52d4: ldp	x20, x19, [sp, #0xb0]
0xffffff80086e52d8: ldp	x22, x21, [sp, #0xa0]
0xffffff80086e52dc: ldp	x24, x23, [sp, #0x90]
0xffffff80086e52e0: add	sp, sp, #0xd0
0xffffff80086e52e4: ret	
0xffffff80086e52e8: cbnz	w8, #0xffffff80086e52f4
0xffffff80086e52ec: mov	x0, x20
0xffffff80086e52f0: bl	#0xffffff80086e6e40
0xffffff80086e52f4: adrp	x10, #0xffffff80086e5000
0xffffff80086e52f8: mov	x8, #0xfffffffe0
0xffffff80086e52fc: add	x9, x19, #8
0xffffff80086e5300: add	x10, x10, #0x470
0xffffff80086e5304: stp	x8, x9, [x19]
0xffffff80086e5308: stp	x9, x10, [x19, #0x10]
0xffffff80086e530c: ldr	x1, [x21, #0xb0]
0xffffff80086e5310: mov	w0, #8
0xffffff80086e5314: mov	x2, x19
0xffffff80086e5318: bl	#0xffffff80080bf7f8
0xffffff80086e531c: mov	w0, #1
0xffffff80086e5320: b	#0xffffff80086e52bc
0xffffff80086e5324: ldr	x1, [x19, #0xc8]
0xffffff80086e5328: ldr	x22, [x20, #0x20]
0xffffff80086e532c: mov	w2, #0x28
0xffffff80086e5330: add	x3, sp, #8
0xffffff80086e5334: mov	x0, x21
0xffffff80086e5338: bl	#0xffffff80086e0058
0xffffff80086e533c: cbz	x0, #0xffffff80086e53b0
0xffffff80086e5340: ldr	x24, [x0, #8]
0xffffff80086e5344: cbz	x24, #0xffffff80086e53d4
0xffffff80086e5348: mov	x23, x24
0xffffff80086e534c: mov	w2, #0x20
0xffffff80086e5350: add	x3, sp, #0x48
0xffffff80086e5354: mov	x0, x21
0xffffff80086e5358: mov	x1, x23
0xffffff80086e535c: bl	#0xffffff80086e0058
0xffffff80086e5360: cbz	x0, #0xffffff80086e53c4
0xffffff80086e5364: ldr	w8, [x19, #0x118]
0xffffff80086e5368: cmp	w8, #0x58
0xffffff80086e536c: b.ne	#0xffffff80086e5380
0xffffff80086e5370: ldr	w8, [x0]
0xffffff80086e5374: and	w8, w8, #0xffff0000
0xffffff80086e5378: cmp	w8, #0x30, lsl #12
0xffffff80086e537c: b.eq	#0xffffff80086e5410
0xffffff80086e5380: ldrb	w8, [x0, #0x10]
0xffffff80086e5384: tbnz	w8, #0, #0xffffff80086e5390
0xffffff80086e5388: ldr	w23, [x0, #0x18]
0xffffff80086e538c: b	#0xffffff80086e5394
0xffffff80086e5390: ldr	x23, [x0, #0x18]
0xffffff80086e5394: add	x1, sp, #0x48
0xffffff80086e5398: mov	x0, x21
0xffffff80086e539c: bl	#0xffffff80086e0078
0xffffff80086e53a0: cmp	x23, x24
0xffffff80086e53a4: b.eq	#0xffffff80086e53d4
0xffffff80086e53a8: cbnz	x23, #0xffffff80086e534c
0xffffff80086e53ac: b	#0xffffff80086e53d4
0xffffff80086e53b0: adrp	x1, #0xffffff8008fcf000
0xffffff80086e53b4: add	x1, x1, #0xb0a
0xffffff80086e53b8: mov	x0, x22
0xffffff80086e53bc: bl	#0xffffff80084332ac
0xffffff80086e53c0: b	#0xffffff80086e53e0
0xffffff80086e53c4: adrp	x1, #0xffffff8008fcf000
0xffffff80086e53c8: add	x1, x1, #0xf95
0xffffff80086e53cc: mov	x0, x22
0xffffff80086e53d0: bl	#0xffffff80084332ac
0xffffff80086e53d4: add	x1, sp, #8
0xffffff80086e53d8: mov	x0, x21
0xffffff80086e53dc: bl	#0xffffff80086e0078
0xffffff80086e53e0: adrp	x8, #0xffffff8009837000
0xffffff80086e53e4: add	x8, x8, #0xf68
0xffffff80086e53e8: ldrb	w8, [x8, #0x22]
0xffffff80086e53ec: tbz	w8, #2, #0xffffff80086e52b8
0xffffff80086e53f0: ldr	x1, [x20, #0x20]
0xffffff80086e53f4: ldr	w3, [x19, #0x118]
0xffffff80086e53f8: adrp	x0, #0xffffff8009837000
0xffffff80086e53fc: adrp	x2, #0xffffff8008fcf000
0xffffff80086e5400: add	x0, x0, #0xf68
0xffffff80086e5404: add	x2, x2, #0xaad
0xffffff80086e5408: bl	#0xffffff80083d5eec
0xffffff80086e540c: b	#0xffffff80086e52b8
0xffffff80086e5410: add	x1, sp, #0x48
0xffffff80086e5414: mov	x0, x21
0xffffff80086e5418: bl	#0xffffff80086e0078
0xffffff80086e541c: add	x1, sp, #8
0xffffff80086e5420: mov	x0, x21
0xffffff80086e5424: bl	#0xffffff80086e0078
0xffffff80086e5428: b	#0xffffff80086e525c
0xffffff80086e542c: ldr	x1, [x20, #0x20]
0xffffff80086e5430: adrp	x0, #0xffffff8009837000
0xffffff80086e5434: adrp	x2, #0xffffff8008fcf000
0xffffff80086e5438: add	x0, x0, #0xef0
0xffffff80086e543c: add	x2, x2, #0xa3b
0xffffff80086e5440: bl	#0xffffff80083d5eec
0xffffff80086e5444: b	#0xffffff80086e51ec
0xffffff80086e5448: ldr	x1, [x20, #0x20]
0xffffff80086e544c: adrp	x0, #0xffffff8009837000
0xffffff80086e5450: adrp	x2, #0xffffff8008fcf000
0xffffff80086e5454: add	x0, x0, #0xf40
0xffffff80086e5458: add	x2, x2, #0xa8c
0xffffff80086e545c: bl	#0xffffff80083d5eec
0xffffff80086e5460: ldr	w8, [x19, #0x158]
0xffffff80086e5464: cbnz	w8, #0xffffff80086e52b0
0xffffff80086e5468: b	#0xffffff80086e52b8
0xffffff80086e546c: bl	#0xffffff80080a3ba4
0xffffff80086e5470: sub	sp, sp, #0x1c0
0xffffff80086e5474: adrp	x8, #0xffffff80096d3000
0xffffff80086e5478: ldr	x8, [x8, #0xa48]
0xffffff80086e547c: stp	x29, x30, [sp, #0x1b0]
0xffffff80086e5480: add	x29, sp, #0x1b0
0xffffff80086e5484: stp	x28, x27, [sp, #0x160]
0xffffff80086e5488: stp	x26, x25, [sp, #0x170]
0xffffff80086e548c: stp	x24, x23, [sp, #0x180]
0xffffff80086e5490: stp	x22, x21, [sp, #0x190]
0xffffff80086e5494: stp	x20, x19, [sp, #0x1a0]
0xffffff80086e5498: mov	x20, x0
0xffffff80086e549c: stur	x8, [x29, #-0x58]
0xffffff80086e54a0: ldr	x21, [x20, #0x38]
0xffffff80086e54a4: add	x23, x21, #0x350
0xffffff80086e54a8: mov	x0, x23
0xffffff80086e54ac: mov	x27, x21
0xffffff80086e54b0: bl	#0xffffff8008ca8158
0xffffff80086e54b4: ldr	w8, [x20, #0x124]
0xffffff80086e54b8: adrp	x9, #0xffffff8008d66000
0xffffff80086e54bc: add	x9, x9, #0xb44
0xffffff80086e54c0: ldrb	w28, [x9, x8]
0xffffff80086e54c4: mov	w8, #0x29d8
0xffffff80086e54c8: movk	w8, #2, lsl #16
0xffffff80086e54cc: add	x22, x21, x8
0xffffff80086e54d0: mov	w9, #0xff
0xffffff80086e54d4: mov	w8, #0x228
0xffffff80086e54d8: smaddl	x10, w9, w8, x21
0xffffff80086e54dc: ldr	w11, [x10, #0x548]
0xffffff80086e54e0: sxtw	x24, w9
0xffffff80086e54e4: cbz	w11, #0xffffff80086e54f8
0xffffff80086e54e8: sub	w9, w24, #1
0xffffff80086e54ec: sub	x22, x22, #0x228
0xffffff80086e54f0: cbnz	w9, #0xffffff80086e54d8
0xffffff80086e54f4: b	#0xffffff80086e5ac8
0xffffff80086e54f8: add	x26, x10, #0x548
0xffffff80086e54fc: mov	w8, #1
0xffffff80086e5500: adrp	x19, #0xffffff8009837000
0xffffff80086e5504: str	w8, [x26]
0xffffff80086e5508: add	x19, x19, #0xf90
0xffffff80086e550c: ldrb	w8, [x19, #0x22]
0xffffff80086e5510: tbnz	w8, #2, #0xffffff80086e5aa4
0xffffff80086e5514: tbnz	w24, #0x1f, #0xffffff80086e5ac8
0xffffff80086e5518: mov	w8, #0x29d8
0xffffff80086e551c: movk	w8, #2, lsl #16
0xffffff80086e5520: str	x23, [sp, #0x30]
0xffffff80086e5524: mov	w25, #0xff
0xffffff80086e5528: add	x23, x21, x8
0xffffff80086e552c: mov	w8, #0x228
0xffffff80086e5530: smaddl	x9, w25, w8, x21
0xffffff80086e5534: ldr	w10, [x9, #0x548]
0xffffff80086e5538: cbz	w10, #0xffffff80086e554c
0xffffff80086e553c: sub	w25, w25, #1
0xffffff80086e5540: sub	x23, x23, #0x228
0xffffff80086e5544: cbnz	w25, #0xffffff80086e5530
0xffffff80086e5548: b	#0xffffff80086e5b54
0xffffff80086e554c: add	x8, x9, #0x548
0xffffff80086e5550: mov	w9, #1
0xffffff80086e5554: str	w9, [x8]
0xffffff80086e5558: ldrb	w8, [x19, #0x22]
0xffffff80086e555c: tbnz	w8, #2, #0xffffff80086e5b30
0xffffff80086e5560: tbnz	w25, #0x1f, #0xffffff80086e5b54
0xffffff80086e5564: adrp	x8, #0xffffff8009837000
0xffffff80086e5568: add	x8, x8, #0xfb8
0xffffff80086e556c: ldrb	w8, [x8, #0x22]
0xffffff80086e5570: mov	w9, #0x100
0xffffff80086e5574: sturh	wzr, [x29, #-0x68]
0xffffff80086e5578: stp	xzr, xzr, [x29, #-0x78]
0xffffff80086e557c: sturb	wzr, [x29, #-0x5e]
0xffffff80086e5580: sturb	w28, [x29, #-0x5f]
0xffffff80086e5584: sturb	w24, [x29, #-0x60]
0xffffff80086e5588: stur	xzr, [x29, #-0x80]
0xffffff80086e558c: stur	wzr, [x29, #-0x64]
0xffffff80086e5590: sturh	wzr, [x29, #-0x98]
0xffffff80086e5594: stp	xzr, xzr, [x29, #-0xa8]
0xffffff80086e5598: sturb	wzr, [x29, #-0x8e]
0xffffff80086e559c: sturb	w28, [x29, #-0x8f]
0xffffff80086e55a0: sturb	w25, [x29, #-0x90]
0xffffff80086e55a4: stur	xzr, [x29, #-0xb0]
0xffffff80086e55a8: stur	w9, [x29, #-0x94]
0xffffff80086e55ac: sturb	w24, [x29, #-0x94]
0xffffff80086e55b0: tbnz	w8, #2, #0xffffff80086e5cb4
0xffffff80086e55b4: add	x19, x20, #0xc8
0xffffff80086e55b8: ldr	x1, [x19]
0xffffff80086e55bc: mov	w2, #0x28
0xffffff80086e55c0: add	x3, sp, #0x78
0xffffff80086e55c4: mov	x0, x27
0xffffff80086e55c8: bl	#0xffffff80086e0058
0xffffff80086e55cc: mov	x24, x0
0xffffff80086e55d0: cbz	x24, #0xffffff80086e588c
0xffffff80086e55d4: ldr	w26, [x24, #0x20]
0xffffff80086e55d8: orr	w8, w26, #0x4000
0xffffff80086e55dc: stur	w8, [x29, #-0x5c]
0xffffff80086e55e0: ldr	w25, [x24, #0x24]
0xffffff80086e55e4: mov	w8, #0x71f
0xffffff80086e55e8: and	w9, w26, w8
0xffffff80086e55ec: cmp	w9, #4
0xffffff80086e55f0: orr	w10, w25, #0x4000
0xffffff80086e55f4: stur	w10, [x29, #-0x8c]
0xffffff80086e55f8: b.ne	#0xffffff80086e58a4
0xffffff80086e55fc: and	w8, w25, w8
0xffffff80086e5600: cmp	w8, #1
0xffffff80086e5604: b.ne	#0xffffff80086e58a4
0xffffff80086e5608: ldr	x25, [x24]
0xffffff80086e560c: cbz	x25, #0xffffff80086e5948
0xffffff80086e5610: adrp	x28, #0xffffff8009838000
0xffffff80086e5614: mov	x26, xzr
0xffffff80086e5618: mov	w19, wzr
0xffffff80086e561c: add	x8, x21, #8
0xffffff80086e5620: add	x28, x28, #8
0xffffff80086e5624: str	x8, [sp, #0x10]
0xffffff80086e5628: mov	w2, #0x10
0xffffff80086e562c: add	x3, sp, #0x38
0xffffff80086e5630: mov	x0, x27
0xffffff80086e5634: mov	x1, x25
0xffffff80086e5638: bl	#0xffffff80086e0058
0xffffff80086e563c: cbz	x0, #0xffffff80086e5a94
0xffffff80086e5640: ldp	x25, x8, [x0]
0xffffff80086e5644: str	x8, [sp, #0x28]
0xffffff80086e5648: cbz	x25, #0xffffff80086e5650
0xffffff80086e564c: str	xzr, [x0, #8]
0xffffff80086e5650: add	x1, sp, #0x38
0xffffff80086e5654: mov	x0, x27
0xffffff80086e5658: bl	#0xffffff80086e0078
0xffffff80086e565c: ldr	x8, [sp, #0x28]
0xffffff80086e5660: cbz	x8, #0xffffff80086e572c
0xffffff80086e5664: str	x25, [sp, #0x18]
0xffffff80086e5668: str	w19, [sp, #0x24]
0xffffff80086e566c: mov	x19, x26
0xffffff80086e5670: mov	w25, wzr
0xffffff80086e5674: mov	x26, x8
0xffffff80086e5678: b	#0xffffff80086e56a0
0xffffff80086e567c: ldr	x8, [sp, #0x10]
0xffffff80086e5680: adrp	x2, #0xffffff8008fcf000
0xffffff80086e5684: mov	x0, x28
0xffffff80086e5688: add	x2, x2, #0xe15
0xffffff80086e568c: ldr	x8, [x8]
0xffffff80086e5690: mov	x3, x26
0xffffff80086e5694: ldr	x1, [x8, #0x20]
0xffffff80086e5698: bl	#0xffffff80083d5eec
0xffffff80086e569c: b	#0xffffff80086e56a8
0xffffff80086e56a0: ldrb	w8, [x28, #0x22]
0xffffff80086e56a4: tbnz	w8, #2, #0xffffff80086e567c
0xffffff80086e56a8: mov	w2, #0x20
0xffffff80086e56ac: add	x3, sp, #0xb8
0xffffff80086e56b0: mov	x0, x27
0xffffff80086e56b4: mov	x1, x26
0xffffff80086e56b8: bl	#0xffffff80086e0058
0xffffff80086e56bc: cbz	x0, #0xffffff80086e58cc
0xffffff80086e56c0: ldrh	w8, [x0, #0x12]
0xffffff80086e56c4: ldrb	w9, [x0, #0x10]
0xffffff80086e56c8: cmp	w8, w25, uxth
0xffffff80086e56cc: csel	w25, w8, w25, hi
0xffffff80086e56d0: tbnz	w9, #0, #0xffffff80086e56dc
0xffffff80086e56d4: ldr	w26, [x0, #0x18]
0xffffff80086e56d8: b	#0xffffff80086e56e0
0xffffff80086e56dc: ldr	x26, [x0, #0x18]
0xffffff80086e56e0: add	x1, sp, #0xb8
0xffffff80086e56e4: mov	x0, x27
0xffffff80086e56e8: bl	#0xffffff80086e0078
0xffffff80086e56ec: cbnz	x26, #0xffffff80086e56a0
0xffffff80086e56f0: ldr	x26, [sp, #0x28]
0xffffff80086e56f4: mov	x2, x19
0xffffff80086e56f8: ldr	w19, [sp, #0x24]
0xffffff80086e56fc: ldr	x3, [x24, #0x10]
0xffffff80086e5700: ldr	w5, [x24, #0x1c]
0xffffff80086e5704: ldrh	w4, [x24, #0x1a]
0xffffff80086e5708: mov	x0, x27
0xffffff80086e570c: mov	x1, x26
0xffffff80086e5710: mov	w6, w19
0xffffff80086e5714: mov	w7, wzr
0xffffff80086e5718: bl	#0xffffff80086e5d78
0xffffff80086e571c: cbnz	w0, #0xffffff80086e595c
0xffffff80086e5720: and	w8, w25, #0xffff
0xffffff80086e5724: ldr	x25, [sp, #0x18]
0xffffff80086e5728: add	w19, w8, w19, uxth
0xffffff80086e572c: cbnz	x25, #0xffffff80086e5628
0xffffff80086e5730: stur	x26, [x29, #-0x88]
0xffffff80086e5734: ldr	x25, [x24, #8]
0xffffff80086e5738: mov	w7, #1
0xffffff80086e573c: mov	x0, x27
0xffffff80086e5740: mov	x2, xzr
0xffffff80086e5744: stur	x25, [x29, #-0xb8]
0xffffff80086e5748: ldr	x3, [x24, #0x10]
0xffffff80086e574c: ldr	w5, [x24, #0x1c]
0xffffff80086e5750: ldrh	w4, [x24, #0x18]
0xffffff80086e5754: mov	x1, x25
0xffffff80086e5758: mov	w6, wzr
0xffffff80086e575c: bl	#0xffffff80086e5d78
0xffffff80086e5760: cbnz	w0, #0xffffff80086e595c
0xffffff80086e5764: cbz	x26, #0xffffff80086e5ae4
0xffffff80086e5768: cbz	x25, #0xffffff80086e5ae4
0xffffff80086e576c: adrp	x8, #0xffffff8009837000
0xffffff80086e5770: add	x8, x8, #0xfe0
0xffffff80086e5774: ldr	x24, [sp, #0x10]
0xffffff80086e5778: ldrb	w8, [x8, #0x22]
0xffffff80086e577c: tbnz	w8, #2, #0xffffff80086e5d2c
0xffffff80086e5780: add	x1, sp, #0x78
0xffffff80086e5784: mov	x0, x27
0xffffff80086e5788: bl	#0xffffff80086e0078
0xffffff80086e578c: mov	w8, #1
0xffffff80086e5790: str	x23, [x20, #0x80]
0xffffff80086e5794: str	w8, [x20, #0x148]
0xffffff80086e5798: strb	w8, [x20, #0x88]
0xffffff80086e579c: ldr	x8, [x23, #0x48]
0xffffff80086e57a0: add	x9, x20, #0x60
0xffffff80086e57a4: add	x10, x23, #0x40
0xffffff80086e57a8: sub	x1, x29, #0x88
0xffffff80086e57ac: mov	x0, x27
0xffffff80086e57b0: mov	x2, x22
0xffffff80086e57b4: str	x9, [x23, #0x48]
0xffffff80086e57b8: stp	x10, x8, [x20, #0x60]
0xffffff80086e57bc: str	x9, [x8]
0xffffff80086e57c0: bl	#0xffffff80086ce850
0xffffff80086e57c4: ldr	w8, [x22, #0x118]
0xffffff80086e57c8: mov	w19, #0x4003
0xffffff80086e57cc: mov	w22, w0
0xffffff80086e57d0: cmp	w8, w19
0xffffff80086e57d4: b.ne	#0xffffff80086e5af4
0xffffff80086e57d8: ldr	x8, [x24]
0xffffff80086e57dc: adrp	x1, #0xffffff8008fcf000
0xffffff80086e57e0: add	x1, x1, #0xb3c
0xffffff80086e57e4: ldr	x0, [x8, #0x20]
0xffffff80086e57e8: bl	#0xffffff80084332ac
0xffffff80086e57ec: adrp	x8, #0xffffff8009838000
0xffffff80086e57f0: add	x8, x8, #0x1e8
0xffffff80086e57f4: ldrb	w8, [x8, #0x22]
0xffffff80086e57f8: ldurb	w23, [x29, #-0x90]
0xffffff80086e57fc: tbnz	w8, #2, #0xffffff80086e5d54
0xffffff80086e5800: mov	w8, #0x228
0xffffff80086e5804: umaddl	x8, w23, w8, x21
0xffffff80086e5808: ldr	x10, [x8, #0x440]
0xffffff80086e580c: add	x9, x8, #0x440
0xffffff80086e5810: mov	x8, #0x100
0xffffff80086e5814: movk	x8, #0xdead, lsl #48
0xffffff80086e5818: cmp	x10, x9
0xffffff80086e581c: b.eq	#0xffffff80086e5840
0xffffff80086e5820: ldp	x11, x12, [x10]
0xffffff80086e5824: add	x13, x8, #0x100
0xffffff80086e5828: str	x12, [x11, #8]
0xffffff80086e582c: str	x11, [x12]
0xffffff80086e5830: stp	x8, x13, [x10]
0xffffff80086e5834: ldr	x10, [x9]
0xffffff80086e5838: cmp	x10, x9
0xffffff80086e583c: b.ne	#0xffffff80086e5820
0xffffff80086e5840: mov	w9, #0x228
0xffffff80086e5844: madd	x9, x23, x9, x21
0xffffff80086e5848: ldr	x10, [x9, #0x450]
0xffffff80086e584c: add	x9, x9, #0x450
0xffffff80086e5850: cmp	x10, x9
0xffffff80086e5854: b.eq	#0xffffff80086e5878
0xffffff80086e5858: ldp	x11, x12, [x10]
0xffffff80086e585c: add	x13, x8, #0x100
0xffffff80086e5860: str	x12, [x11, #8]
0xffffff80086e5864: str	x11, [x12]
0xffffff80086e5868: stp	x8, x13, [x10]
0xffffff80086e586c: ldr	x10, [x9]
0xffffff80086e5870: cmp	x10, x9
0xffffff80086e5874: b.ne	#0xffffff80086e5858
0xffffff80086e5878: mov	w8, #0x228
0xffffff80086e587c: madd	x8, x23, x8, x21
0xffffff80086e5880: str	wzr, [x8, #0x548]
0xffffff80086e5884: mov	x27, x24
0xffffff80086e5888: b	#0xffffff80086e5a8c
0xffffff80086e588c: ldr	x8, [x27, #8]
0xffffff80086e5890: adrp	x1, #0xffffff8008fcf000
0xffffff80086e5894: add	x1, x1, #0xc1b
0xffffff80086e5898: ldr	x0, [x8, #0x20]
0xffffff80086e589c: bl	#0xffffff80084332ac
0xffffff80086e58a0: b	#0xffffff80086e5968
0xffffff80086e58a4: mov	w8, #0x61f
0xffffff80086e58a8: and	w2, w26, w8
0xffffff80086e58ac: cmp	w2, #4
0xffffff80086e58b0: and	w22, w25, w8
0xffffff80086e58b4: b.ne	#0xffffff80086e58e0
0xffffff80086e58b8: cmp	w22, #1
0xffffff80086e58bc: b.ne	#0xffffff80086e5900
0xffffff80086e58c0: tbnz	w26, #8, #0xffffff80086e5920
0xffffff80086e58c4: tbnz	w25, #8, #0xffffff80086e5938
0xffffff80086e58c8: b	#0xffffff80086e595c
0xffffff80086e58cc: ldr	x8, [sp, #0x10]
0xffffff80086e58d0: adrp	x1, #0xffffff8008fcf000
0xffffff80086e58d4: add	x1, x1, #0xf95
0xffffff80086e58d8: ldr	x8, [x8]
0xffffff80086e58dc: b	#0xffffff80086e5954
0xffffff80086e58e0: ldr	x8, [x27, #8]
0xffffff80086e58e4: adrp	x1, #0xffffff8008fcf000
0xffffff80086e58e8: add	x1, x1, #0xc61
0xffffff80086e58ec: mov	w3, #4
0xffffff80086e58f0: ldr	x0, [x8, #0x20]
0xffffff80086e58f4: bl	#0xffffff80084332ac
0xffffff80086e58f8: cmp	w22, #1
0xffffff80086e58fc: b.eq	#0xffffff80086e58c0
0xffffff80086e5900: ldr	x8, [x27, #8]
0xffffff80086e5904: adrp	x1, #0xffffff8008fcf000
0xffffff80086e5908: add	x1, x1, #0xcb1
0xffffff80086e590c: mov	w3, #1
0xffffff80086e5910: ldr	x0, [x8, #0x20]
0xffffff80086e5914: mov	w2, w22
0xffffff80086e5918: bl	#0xffffff80084332ac
0xffffff80086e591c: tbz	w26, #8, #0xffffff80086e58c4
0xffffff80086e5920: ldr	x8, [x27, #8]
0xffffff80086e5924: adrp	x1, #0xffffff8008fcf000
0xffffff80086e5928: add	x1, x1, #0xd10
0xffffff80086e592c: ldr	x0, [x8, #0x20]
0xffffff80086e5930: bl	#0xffffff80084332ac
0xffffff80086e5934: tbz	w25, #8, #0xffffff80086e595c
0xffffff80086e5938: ldr	x8, [x27, #8]
0xffffff80086e593c: adrp	x1, #0xffffff8008fcf000
0xffffff80086e5940: add	x1, x1, #0xd4e
0xffffff80086e5944: b	#0xffffff80086e5954
0xffffff80086e5948: ldr	x8, [x27, #8]
0xffffff80086e594c: adrp	x1, #0xffffff8008fcf000
0xffffff80086e5950: add	x1, x1, #0xd96
0xffffff80086e5954: ldr	x0, [x8, #0x20]
0xffffff80086e5958: bl	#0xffffff80084332ac
0xffffff80086e595c: add	x1, sp, #0x78
0xffffff80086e5960: mov	x0, x27
0xffffff80086e5964: bl	#0xffffff80086e0078
0xffffff80086e5968: adrp	x23, #0xffffff8009838000
0xffffff80086e596c: add	x23, x23, #0x1e8
0xffffff80086e5970: ldrb	w8, [x23, #0x22]
0xffffff80086e5974: ldurb	w22, [x29, #-0x60]
0xffffff80086e5978: tbnz	w8, #2, #0xffffff80086e5ce0
0xffffff80086e597c: mov	w8, #0x228
0xffffff80086e5980: umaddl	x8, w22, w8, x21
0xffffff80086e5984: ldr	x9, [x8, #0x440]
0xffffff80086e5988: add	x8, x8, #0x440
0xffffff80086e598c: mov	x24, #0x100
0xffffff80086e5990: movk	x24, #0xdead, lsl #48
0xffffff80086e5994: cmp	x9, x8
0xffffff80086e5998: b.eq	#0xffffff80086e59bc
0xffffff80086e599c: ldp	x10, x11, [x9]
0xffffff80086e59a0: add	x12, x24, #0x100
0xffffff80086e59a4: str	x11, [x10, #8]
0xffffff80086e59a8: str	x10, [x11]
0xffffff80086e59ac: stp	x24, x12, [x9]
0xffffff80086e59b0: ldr	x9, [x8]
0xffffff80086e59b4: cmp	x9, x8
0xffffff80086e59b8: b.ne	#0xffffff80086e599c
0xffffff80086e59bc: mov	w8, #0x228
0xffffff80086e59c0: madd	x8, x22, x8, x21
0xffffff80086e59c4: ldr	x9, [x8, #0x450]
0xffffff80086e59c8: add	x8, x8, #0x450
0xffffff80086e59cc: cmp	x9, x8
0xffffff80086e59d0: b.eq	#0xffffff80086e59f4
0xffffff80086e59d4: ldp	x10, x11, [x9]
